customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1506-4391,Male,0,No,No,31,Yes,Fiber optic,Two year,Yes,Bank transfer,33,1023,Yes
5011-8572,Female,1,Yes,No,31,Yes,Fiber optic,Two year,Yes,Bank transfer,105.46,3269.26,No
9751-1388,Male,0,Yes,No,67,No,Fiber optic,Month-to-month,No,Bank transfer,106.57,7140.19,Yes
5300-2831,Female,1,Yes,No,51,Yes,Fiber optic,One year,No,Credit card,97.17,4955.67,Yes
8507-9053,Male,0,No,No,19,Yes,Fiber optic,Month-to-month,No,Electronic check,52.34,994.46,Yes
3425-9548,Male,0,No,No,57,No,Fiber optic,Two year,No,Bank transfer,78.25,4460.25,No
5831-3530,Female,0,Yes,No,47,No,Fiber optic,Two year,Yes,Bank transfer,66.58,3129.26,No
9332-9467,Male,0,No,No,33,Yes,DSL,Month-to-month,No,Mailed check,77.26,2549.58,Yes
8897-3873,Female,1,Yes,No,20,No,No,One year,No,Credit card,83.54,1670.8,No
2959-4226,Female,1,Yes,Yes,44,Yes,Fiber optic,Month-to-month,Yes,Mailed check,47.27,2079.88,No
6398-9313,Female,1,No,Yes,68,Yes,No,Month-to-month,No,Electronic check,59.05,4015.4,Yes
3907-1659,Male,0,Yes,Yes,58,Yes,DSL,One year,Yes,Mailed check,42.38,2458.04,No
8819-8606,Female,0,Yes,Yes,9,Yes,No,One year,Yes,Mailed check,42.3,380.7,No
4522-8982,Male,0,No,Yes,26,No,DSL,One year,Yes,Credit card,39.34,1022.84,No
5435-9070,Female,0,No,Yes,57,Yes,No,Two year,No,Electronic check,44.67,2546.19,No
8209-2826,Male,0,No,No,39,No,No,Month-to-month,No,Bank transfer,86.43,3370.77,No
2549-8261,Male,1,Yes,No,66,No,Fiber optic,Month-to-month,Yes,Electronic check,94.52,6238.32,Yes
5916-4445,Female,0,Yes,Yes,30,Yes,Fiber optic,Two year,No,Bank transfer,95.11,2853.3,No
7830-5413,Male,0,Yes,Yes,51,Yes,DSL,Two year,Yes,Bank transfer,113.76,5801.76,No
7447-7834,Male,0,No,No,48,Yes,Fiber optic,One year,No,Bank transfer,64.07,3075.36,No
5829-7119,Male,1,Yes,No,46,Yes,Fiber optic,One year,Yes,Mailed check,40.44,1860.24,No
6332-8859,Male,0,No,No,42,Yes,DSL,Two year,No,Bank transfer,30.47,1279.74,No
5522-9812,Female,0,No,No,32,No,No,Two year,No,Electronic check,29.94,958.08,No
5896-4276,Female,1,No,Yes,61,Yes,No,Month-to-month,No,Credit card,100.78,6147.58,No
6143-6918,Male,1,Yes,No,70,No,No,Two year,No,Electronic check,33.77,2363.9,No
5183-1379,Female,0,Yes,No,60,Yes,Fiber optic,One year,No,Mailed check,86.41,5184.6,No
1525-9261,Male,0,No,No,51,No,DSL,Two year,Yes,Bank transfer,21.59,1101.09,No
2437-8675,Female,1,No,No,9,Yes,No,Month-to-month,Yes,Mailed check,98.26,884.34,No
8439-9646,Male,0,No,No,60,No,No,Month-to-month,No,Electronic check,37.8,2268,No
4651-6351,Female,0,No,No,1,No,DSL,Month-to-month,Yes,Bank transfer,61.86,61.86,Yes
1646-3086,Female,0,No,Yes,25,Yes,DSL,One year,Yes,Electronic check,22.57,564.25,No
4559-6821,Female,0,No,No,30,Yes,DSL,One year,Yes,Credit card,117.12,3513.6,No
4254-4369,Male,0,No,Yes,49,Yes,Fiber optic,Two year,Yes,Credit card,24.82,1216.18,No
6191-7801,Female,0,Yes,Yes,65,Yes,DSL,Month-to-month,Yes,Credit card,92.58,6017.7,Yes
7558-2639,Male,0,Yes,No,62,No,No,Month-to-month,No,Electronic check,20.71,1284.02,No
5500-6296,Female,0,No,Yes,56,No,DSL,Two year,Yes,Credit card,105.84,5927.04,Yes
4437-5801,Male,0,Yes,Yes,2,Yes,No,Month-to-month,Yes,Credit card,94.7,189.4,Yes
3660-1491,Female,1,Yes,No,23,Yes,No,Month-to-month,Yes,Bank transfer,106.15,2441.45,Yes
1560-3364,Female,0,No,No,48,No,No,One year,Yes,Electronic check,52.5,2520,No
8793-8609,Female,0,No,Yes,21,Yes,DSL,One year,Yes,Electronic check,61.15,1284.15,Yes
2579-8828,Female,1,Yes,Yes,40,No,Fiber optic,One year,Yes,Bank transfer,84.32,3372.8,No
2724-5092,Female,0,Yes,Yes,66,Yes,DSL,Month-to-month,Yes,Electronic check,90.29,5959.14,Yes
3379-1560,Male,0,Yes,No,43,No,No,Two year,No,Mailed check,52.14,2242.02,No
8877-8927,Female,0,Yes,Yes,2,Yes,No,Month-to-month,Yes,Mailed check,58.88,117.76,Yes
9429-6527,Female,0,No,No,28,No,No,One year,No,Electronic check,93.01,2604.28,No
1416-9901,Female,0,No,No,63,No,No,Month-to-month,No,Bank transfer,26.19,1649.97,Yes
8146-2359,Male,0,Yes,No,15,Yes,No,Two year,No,Mailed check,105.58,1583.7,No
1769-9735,Male,1,Yes,Yes,29,Yes,DSL,Two year,No,Mailed check,75.16,2179.64,No
7947-4312,Female,0,Yes,No,21,Yes,No,Month-to-month,Yes,Mailed check,73,1533,No
2226-5117,Female,0,No,No,50,No,Fiber optic,One year,No,Mailed check,90.71,4535.5,Yes
7865-7406,Female,0,Yes,Yes,53,Yes,DSL,One year,Yes,Mailed check,58.34,3092.02,No
5513-6365,Male,0,No,Yes,29,No,DSL,One year,Yes,Mailed check,40.17,1164.93,Yes
3517-2153,Male,0,No,Yes,61,Yes,No,One year,No,Electronic check,73.04,4455.44,No
8983-5769,Female,0,Yes,No,33,Yes,No,One year,No,Mailed check,105.87,3493.71,No
5590-5519,Male,0,Yes,No,31,No,No,One year,No,Electronic check,82.53,2558.43,No
8106-5354,Female,0,No,No,46,Yes,DSL,Month-to-month,No,Mailed check,77.41,3560.86,Yes
6909-7911,Male,1,No,No,6,Yes,No,Two year,Yes,Electronic check,31.51,189.06,No
6389-2618,Female,0,No,No,59,Yes,Fiber optic,Two year,No,Electronic check,41.17,2429.03,Yes
6316-8507,Female,1,Yes,No,33,No,No,One year,No,Mailed check,47.11,1554.63,No
4728-6186,Female,0,Yes,No,52,No,DSL,One year,Yes,Bank transfer,54.48,2832.96,No
6744-6521,Female,0,Yes,No,41,No,No,Month-to-month,No,Mailed check,45.94,1883.54,No
7520-2244,Female,0,Yes,Yes,42,Yes,DSL,Month-to-month,No,Bank transfer,94.16,3954.72,No
5815-2346,Male,0,Yes,No,34,Yes,No,One year,No,Credit card,33.04,1123.36,No
4587-5019,Female,0,No,Yes,32,Yes,No,One year,Yes,Credit card,42,1344,No
4149-7755,Male,1,Yes,Yes,2,No,DSL,Month-to-month,No,Credit card,60.62,121.24,No
3203-6270,Male,1,No,No,47,No,Fiber optic,One year,No,Mailed check,51.38,2414.86,No
4669-8623,Male,0,Yes,No,69,No,DSL,Two year,Yes,Bank transfer,90.32,6232.08,No
6695-8809,Female,0,No,No,64,No,DSL,Month-to-month,Yes,Credit card,74.78,4785.92,Yes
7492-4525,Male,0,No,Yes,36,No,No,Month-to-month,No,Credit card,89.01,3204.36,No
6871-2960,Female,0,No,No,30,No,DSL,Two year,No,Electronic check,115.15,3454.5,Yes
2957-6436,Male,0,No,Yes,25,Yes,No,Month-to-month,Yes,Electronic check,83.64,2091,Yes
3906-8051,Male,0,No,No,53,No,No,One year,Yes,Bank transfer,37.93,2010.29,No
9583-5223,Female,1,Yes,Yes,34,No,DSL,Month-to-month,No,Electronic check,53.29,1811.86,No
7141-2136,Male,0,Yes,No,13,Yes,DSL,Two year,Yes,Electronic check,52.03,676.39,No
3908-9312,Male,0,No,Yes,69,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,76.25,5261.25,No
3742-2633,Male,1,Yes,Yes,69,Yes,Fiber optic,One year,Yes,Bank transfer,86.94,5998.86,No
9040-4085,Female,0,Yes,No,59,No,Fiber optic,Month-to-month,Yes,Bank transfer,44.13,2603.67,Yes
5629-6248,Female,0,No,Yes,62,Yes,No,Month-to-month,No,Credit card,94.18,5839.16,No
8931-7370,Male,1,Yes,No,55,No,Fiber optic,One year,Yes,Credit card,22.34,1228.7,Yes
9753-1458,Female,1,No,Yes,68,Yes,DSL,Month-to-month,No,Mailed check,82.81,5631.08,No
4514-2616,Male,0,No,Yes,46,Yes,No,One year,Yes,Bank transfer,86.75,3990.5,Yes
2905-5758,Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,110.36,1103.6,Yes
5230-7927,Male,0,No,Yes,50,Yes,Fiber optic,One year,Yes,Mailed check,33.88,1694,Yes
1170-7479,Female,0,No,No,2,No,Fiber optic,One year,No,Mailed check,100.04,200.08,No
5202-7524,Male,1,Yes,Yes,10,Yes,DSL,Month-to-month,No,Electronic check,37.97,379.7,Yes
1584-8683,Female,0,No,No,14,Yes,Fiber optic,Month-to-month,Yes,Credit card,39.68,555.52,Yes
3338-8242,Female,0,Yes,Yes,5,No,DSL,Month-to-month,Yes,Mailed check,62.72,313.6,Yes
1924-7411,Male,0,Yes,No,6,Yes,DSL,One year,No,Mailed check,54.31,325.86,Yes
5026-9659,Female,0,No,Yes,29,Yes,No,Month-to-month,No,Credit card,22.48,651.92,Yes
6270-7068,Female,0,Yes,No,8,Yes,No,Month-to-month,No,Electronic check,80.62,644.96,Yes
4678-1576,Male,0,Yes,Yes,1,No,DSL,Two year,Yes,Credit card,95.33,95.33,Yes
8454-8850,Male,0,No,No,37,No,Fiber optic,Two year,Yes,Credit card,80.04,2961.48,No
7030-1343,Male,1,No,Yes,19,No,No,Two year,Yes,Credit card,117.92,2240.48,No
4409-7648,Female,0,Yes,Yes,59,No,No,Two year,Yes,Credit card,32.25,1902.75,No
9682-4373,Female,1,No,No,57,No,Fiber optic,One year,No,Bank transfer,85.21,4856.97,Yes
2780-9893,Male,0,Yes,Yes,47,No,No,One year,No,Bank transfer,40.92,1923.24,Yes
8257-1390,Female,0,No,Yes,26,Yes,Fiber optic,Two year,Yes,Credit card,111.84,2907.84,No
3139-8973,Male,1,Yes,No,20,No,No,Month-to-month,Yes,Credit card,51.02,1020.4,Yes
4326-3467,Female,0,Yes,Yes,11,Yes,DSL,Month-to-month,No,Electronic check,50.7,557.7,No
3618-3490,Male,0,Yes,No,41,No,Fiber optic,One year,Yes,Bank transfer,49.72,2038.52,No
8289-2590,Male,1,Yes,No,21,No,No,One year,Yes,Electronic check,85.06,1786.26,Yes
1325-9057,Male,0,No,No,49,No,DSL,Month-to-month,No,Credit card,77.32,3788.68,Yes
4229-6254,Female,0,Yes,No,9,Yes,DSL,Two year,No,Credit card,109.84,988.56,Yes
1384-9021,Female,0,No,No,3,No,DSL,One year,No,Mailed check,70.32,210.96,No
8505-2314,Female,0,Yes,Yes,40,No,Fiber optic,One year,No,Electronic check,46.74,1869.6,No
5428-7146,Female,0,Yes,Yes,3,No,Fiber optic,Month-to-month,No,Credit card,58.06,174.18,Yes
8370-2389,Female,0,No,No,44,Yes,Fiber optic,Two year,No,Mailed check,67.91,2988.04,Yes
2431-2235,Female,0,Yes,Yes,14,Yes,DSL,Month-to-month,No,Electronic check,35.09,491.26,No
2329-4040,Male,0,No,Yes,20,No,No,One year,Yes,Electronic check,25.5,510,Yes
8799-4232,Male,0,Yes,No,30,Yes,DSL,Two year,Yes,Credit card,51.4,1542,No
3357-9880,Female,0,No,No,8,No,DSL,Two year,Yes,Electronic check,37.23,297.84,Yes
5676-4575,Male,0,Yes,Yes,24,No,DSL,Month-to-month,No,Bank transfer,78.95,1894.8,No
2028-9092,Female,0,No,Yes,68,Yes,No,Two year,No,Bank transfer,93.92,6386.56,Yes
6922-2079,Female,0,No,Yes,58,Yes,No,Two year,Yes,Bank transfer,77.64,4503.12,No
4737-3794,Female,0,No,No,62,No,Fiber optic,One year,No,Bank transfer,73.5,4557,No
7317-7874,Male,0,No,No,60,No,Fiber optic,One year,No,Credit card,34.96,2097.6,No
4555-2553,Male,0,No,No,20,No,Fiber optic,Month-to-month,No,Mailed check,34.8,696,No
5549-4731,Male,1,No,Yes,35,No,DSL,Month-to-month,No,Credit card,35.52,1243.2,No
6296-8810,Male,1,No,No,56,Yes,Fiber optic,Two year,Yes,Bank transfer,114.22,6396.32,Yes
8028-2996,Female,0,Yes,No,28,No,Fiber optic,Month-to-month,No,Mailed check,53.18,1489.04,Yes
4431-6344,Male,0,No,No,17,No,No,One year,Yes,Electronic check,63.81,1084.77,No
4750-4883,Male,0,No,No,72,No,No,One year,Yes,Mailed check,114.62,8252.64,No
5358-2096,Male,1,No,Yes,41,Yes,Fiber optic,Month-to-month,No,Electronic check,71.87,2946.67,Yes
8906-3394,Female,1,Yes,No,19,No,DSL,One year,Yes,Mailed check,82.04,1558.76,No
4193-9577,Female,0,No,No,69,Yes,No,Month-to-month,Yes,Bank transfer,91.88,6339.72,No
7904-2289,Female,0,No,No,2,No,Fiber optic,Month-to-month,Yes,Bank transfer,22.48,44.96,Yes
4240-8427,Female,1,Yes,No,49,Yes,No,One year,No,Electronic check,111.82,5479.18,No
7144-1417,Female,0,Yes,No,3,Yes,DSL,One year,No,Bank transfer,33.89,101.67,No
3160-9137,Female,0,No,Yes,42,Yes,No,One year,No,Electronic check,106.56,4475.52,Yes
7760-6629,Male,0,Yes,Yes,14,Yes,No,Month-to-month,Yes,Bank transfer,115.29,1614.06,Yes
2888-5272,Male,1,No,Yes,68,No,No,One year,Yes,Electronic check,99.81,6787.08,No
3255-9201,Male,0,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Yes,Mailed check,94.34,660.38,No
4421-4760,Female,0,No,No,3,No,Fiber optic,Month-to-month,No,Electronic check,23.93,71.79,Yes
5610-5352,Female,0,No,Yes,48,Yes,Fiber optic,Month-to-month,Yes,Electronic check,109.69,5265.12,No
1472-8299,Female,1,Yes,Yes,33,No,DSL,One year,No,Credit card,31.68,1045.44,No
5892-4511,Female,0,Yes,Yes,6,No,DSL,Two year,Yes,Mailed check,94.46,566.76,No
6471-4380,Female,0,No,Yes,30,No,DSL,Two year,Yes,Bank transfer,21.21,636.3,No
1004-1511,Female,1,No,No,51,Yes,Fiber optic,One year,No,Mailed check,27.61,1408.11,Yes
4125-7933,Male,0,No,Yes,39,No,Fiber optic,Two year,Yes,Electronic check,25.25,984.75,Yes
4353-2971,Female,0,No,No,3,No,DSL,Month-to-month,No,Mailed check,45.75,137.25,No
8859-2036,Male,1,Yes,Yes,15,Yes,No,Month-to-month,No,Bank transfer,46.47,697.05,No
1721-2032,Male,0,Yes,No,49,Yes,DSL,One year,No,Credit card,60.42,2960.58,No
1722-8132,Female,0,No,Yes,35,Yes,No,One year,Yes,Mailed check,87.59,3065.65,No
7082-9859,Female,0,Yes,No,47,Yes,No,One year,No,Credit card,73.37,3448.39,No
9102-9884,Male,0,No,No,23,No,Fiber optic,One year,No,Bank transfer,34.47,792.81,No
3691-1700,Female,0,No,Yes,33,Yes,Fiber optic,One year,No,Credit card,93.86,3097.38,No
9912-1687,Female,0,No,Yes,18,Yes,No,One year,Yes,Credit card,106.31,1913.58,No
7435-4589,Male,0,No,Yes,30,No,Fiber optic,Month-to-month,No,Bank transfer,73.75,2212.5,Yes
6022-4962,Female,1,Yes,Yes,59,Yes,No,Month-to-month,Yes,Electronic check,68.53,4043.27,No
2168-2098,Female,0,Yes,Yes,25,Yes,DSL,Month-to-month,No,Electronic check,40.29,1007.25,No
8020-8838,Female,1,Yes,No,46,No,DSL,Two year,No,Bank transfer,58,2668,No
7925-6751,Male,1,Yes,No,41,No,DSL,One year,No,Credit card,93.79,3845.39,No
2540-8449,Female,0,No,Yes,63,Yes,Fiber optic,One year,Yes,Electronic check,44.05,2775.15,No
3103-1462,Female,0,Yes,No,5,No,Fiber optic,Two year,No,Mailed check,80.14,400.7,Yes
9046-3849,Female,0,Yes,No,36,No,No,Two year,Yes,Bank transfer,77.39,2786.04,No
1093-7345,Female,0,Yes,Yes,38,No,Fiber optic,Month-to-month,Yes,Electronic check,39.51,1501.38,Yes
2902-2663,Male,1,Yes,No,24,Yes,Fiber optic,Two year,No,Mailed check,89.96,2159.04,No
7034-9904,Male,0,Yes,Yes,57,No,Fiber optic,Two year,No,Electronic check,89.42,5096.94,No
6859-8776,Male,1,No,Yes,36,No,No,Two year,No,Electronic check,26.39,950.04,No
7116-5309,Female,0,Yes,Yes,4,Yes,DSL,Two year,Yes,Mailed check,63.72,254.88,No
1183-7092,Female,0,Yes,No,15,Yes,DSL,Month-to-month,Yes,Bank transfer,33.06,495.9,No
4091-8778,Male,0,Yes,No,68,Yes,Fiber optic,Month-to-month,No,Mailed check,104.34,7095.12,No
3382-2114,Female,1,Yes,Yes,23,No,No,Two year,Yes,Mailed check,85.37,1963.51,No
6250-7465,Female,0,Yes,Yes,53,No,DSL,One year,No,Electronic check,93.73,4967.69,Yes
3576-4954,Male,0,No,No,58,Yes,No,Month-to-month,No,Credit card,83.31,4831.98,No
5544-7443,Female,1,Yes,No,4,No,DSL,Two year,Yes,Mailed check,95.75,383,Yes
3248-8689,Female,1,No,No,69,No,Fiber optic,One year,No,Credit card,94.23,6501.87,No
4732-6129,Female,0,No,No,69,Yes,Fiber optic,Two year,No,Bank transfer,105.73,7295.37,No
4085-3281,Female,0,Yes,No,40,Yes,Fiber optic,Two year,No,Bank transfer,45.86,1834.4,No
5047-4370,Female,0,No,No,27,No,No,Two year,Yes,Electronic check,91.01,2457.27,No
2180-5137,Female,0,No,No,32,No,Fiber optic,Two year,No,Credit card,72.67,2325.44,Yes
5353-1835,Male,1,No,Yes,9,Yes,Fiber optic,One year,No,Bank transfer,70.09,630.81,No
1892-1672,Female,1,Yes,No,56,No,Fiber optic,Month-to-month,Yes,Mailed check,32.05,1794.8,No
1981-1161,Male,0,Yes,No,17,Yes,No,Two year,No,Mailed check,23.91,406.47,No
6189-4602,Male,0,No,No,56,Yes,DSL,Month-to-month,No,Bank transfer,102.4,5734.4,Yes
7658-4620,Male,1,Yes,Yes,21,Yes,No,Two year,No,Credit card,32.21,676.41,No
7335-8309,Male,1,Yes,Yes,29,No,DSL,Month-to-month,Yes,Bank transfer,62.65,1816.85,No
4360-9053,Male,0,Yes,Yes,53,No,Fiber optic,Month-to-month,No,Credit card,22.26,1179.78,No
7187-3758,Female,0,No,Yes,64,No,Fiber optic,Two year,Yes,Bank transfer,34.16,2186.24,Yes
1397-4998,Female,0,Yes,No,46,No,Fiber optic,Month-to-month,No,Mailed check,57.19,2630.74,No
2465-8165,Male,1,Yes,No,45,No,Fiber optic,Month-to-month,No,Credit card,90.97,4093.65,No
9698-4206,Female,0,Yes,No,47,No,Fiber optic,Month-to-month,Yes,Mailed check,103.66,4872.02,No
5180-8423,Male,1,No,Yes,30,Yes,No,Month-to-month,Yes,Electronic check,44.54,1336.2,Yes
2511-1854,Male,0,Yes,No,36,Yes,DSL,One year,No,Mailed check,71.01,2556.36,No
3928-9748,Male,0,No,No,22,Yes,DSL,Month-to-month,Yes,Electronic check,95.74,2106.28,Yes
1339-9206,Male,1,No,Yes,20,Yes,DSL,Month-to-month,No,Mailed check,95.1,1902,No
5027-8453,Male,1,Yes,Yes,7,No,DSL,Month-to-month,Yes,Bank transfer,76.24,533.68,Yes
7471-9871,Male,0,Yes,Yes,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,65.16,390.96,No
7021-5889,Female,1,No,No,33,No,DSL,Two year,No,Mailed check,98.87,3262.71,No
3411-8371,Male,1,No,No,39,No,DSL,One year,No,Mailed check,93.53,3647.67,No
7087-4353,Male,0,No,Yes,19,Yes,DSL,One year,No,Credit card,59.13,1123.47,No
7333-8100,Female,0,No,Yes,32,Yes,No,Month-to-month,No,Bank transfer,25.21,806.72,No
1181-2659,Male,0,No,No,6,No,DSL,One year,No,Mailed check,50.41,302.46,No
8541-6684,Male,0,Yes,Yes,66,Yes,No,Two year,No,Electronic check,63.94,4220.04,No
9289-2102,Female,0,No,Yes,67,Yes,Fiber optic,One year,No,Electronic check,85.3,5715.1,No
1721-5962,Male,1,No,No,35,Yes,DSL,Month-to-month,Yes,Credit card,47.02,1645.7,Yes
1613-5350,Male,0,Yes,No,25,No,DSL,One year,No,Mailed check,20.06,501.5,Yes
8682-5228,Female,0,Yes,No,22,No,DSL,Month-to-month,No,Bank transfer,80.45,1769.9,No
9173-7630,Female,0,Yes,No,32,Yes,DSL,One year,No,Bank transfer,52.16,1669.12,No
9287-6947,Male,0,No,Yes,19,Yes,DSL,Month-to-month,No,Mailed check,110.75,2104.25,No
1932-8137,Female,1,No,No,39,Yes,DSL,Month-to-month,No,Electronic check,95.95,3742.05,No
9058-7493,Female,1,Yes,No,61,Yes,Fiber optic,One year,Yes,Bank transfer,43.1,2629.1,No
2357-2649,Male,1,No,Yes,37,Yes,No,Month-to-month,No,Mailed check,78.6,2908.2,No
3186-5774,Male,0,Yes,Yes,70,No,Fiber optic,Month-to-month,Yes,Electronic check,20.2,1414,Yes
4149-3784,Female,0,Yes,Yes,22,No,Fiber optic,Month-to-month,Yes,Electronic check,116.84,2570.48,Yes
3578-9435,Female,1,Yes,No,38,Yes,No,One year,Yes,Electronic check,65.31,2481.78,No
9337-6020,Male,1,Yes,No,5,No,Fiber optic,Two year,Yes,Credit card,99.41,497.05,Yes
1962-2928,Female,1,No,Yes,40,No,DSL,Month-to-month,No,Mailed check,88.92,3556.8,Yes
3008-5956,Male,0,No,Yes,20,Yes,Fiber optic,One year,No,Mailed check,90.43,1808.6,No
5131-7382,Male,1,Yes,No,21,No,DSL,One year,Yes,Electronic check,23.08,484.68,No
4014-1121,Male,1,No,No,42,No,DSL,One year,No,Bank transfer,113.89,4783.38,No
5552-4313,Male,0,No,Yes,63,No,DSL,Month-to-month,Yes,Mailed check,70.25,4425.75,No
9209-4304,Male,1,Yes,Yes,47,No,No,One year,No,Electronic check,30.25,1421.75,No
1645-8453,Male,0,No,No,68,No,No,Two year,Yes,Credit card,95.43,6489.24,No
8594-4783,Female,1,Yes,No,43,Yes,Fiber optic,Two year,Yes,Credit card,101.3,4355.9,No
1664-4633,Female,0,No,No,39,Yes,DSL,Two year,No,Credit card,46.01,1794.39,No
6016-1838,Female,0,No,Yes,56,Yes,DSL,One year,No,Electronic check,69.17,3873.52,No
8036-2305,Female,0,No,Yes,31,No,No,Two year,No,Mailed check,73.42,2276.02,No
7808-3651,Female,0,No,Yes,13,Yes,No,Two year,No,Mailed check,84.43,1097.59,No
1054-4924,Female,0,Yes,No,13,No,Fiber optic,Two year,Yes,Electronic check,116.32,1512.16,No
2364-6836,Male,0,Yes,Yes,58,No,DSL,Two year,No,Electronic check,67.16,3895.28,No
9553-9762,Male,0,Yes,No,25,No,No,Month-to-month,Yes,Electronic check,35.9,897.5,Yes
8920-2096,Male,1,No,Yes,44,No,Fiber optic,Month-to-month,No,Mailed check,36.42,1602.48,No
1280-7103,Male,1,No,No,42,No,DSL,Month-to-month,Yes,Credit card,38.43,1614.06,No
6582-2962,Female,1,Yes,No,60,Yes,DSL,Month-to-month,Yes,Mailed check,66.4,3984,No
3243-5231,Male,0,Yes,No,69,No,Fiber optic,Month-to-month,Yes,Electronic check,112.03,7730.07,Yes
1372-1428,Female,0,No,No,53,Yes,No,One year,Yes,Credit card,50.22,2661.66,No
3027-3992,Female,0,Yes,Yes,18,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,95.26,1714.68,Yes
2645-7613,Male,0,Yes,Yes,36,No,No,Two year,Yes,Bank transfer,108.82,3917.52,No
1065-2750,Male,0,No,Yes,43,No,No,Month-to-month,Yes,Electronic check,29.24,1257.32,No
2701-1275,Female,0,No,No,52,Yes,Fiber optic,Month-to-month,Yes,Electronic check,52.74,2742.48,Yes
8040-4457,Female,0,Yes,Yes,66,Yes,Fiber optic,Month-to-month,No,Mailed check,68.28,4506.48,Yes
3042-7884,Female,0,No,No,18,No,No,One year,No,Bank transfer,44.41,799.38,No
5076-3170,Female,1,Yes,Yes,52,Yes,No,One year,Yes,Mailed check,99.82,5190.64,No
2814-1225,Male,0,Yes,Yes,10,No,DSL,Month-to-month,No,Electronic check,76.31,763.1,No
9501-5506,Female,0,No,Yes,58,Yes,DSL,Two year,Yes,Bank transfer,51.86,3007.88,No
1801-5130,Female,0,Yes,Yes,50,No,DSL,Two year,Yes,Credit card,67.91,3395.5,No
3305-5643,Male,1,No,Yes,8,Yes,No,One year,No,Mailed check,60.51,484.08,No
5515-8812,Female,0,No,Yes,61,Yes,No,One year,No,Bank transfer,83.14,5071.54,No
9350-3370,Female,0,Yes,No,29,No,DSL,Month-to-month,Yes,Credit card,57.69,1673.01,No
2755-4952,Male,0,No,No,13,No,No,Two year,No,Credit card,21.99,285.87,No
4168-4069,Female,0,Yes,Yes,64,Yes,DSL,Month-to-month,No,Credit card,75.66,4842.24,Yes
5012-6320,Male,0,No,No,35,Yes,No,One year,No,Electronic check,57.23,2003.05,No
3244-4789,Male,0,No,No,31,No,Fiber optic,Month-to-month,No,Electronic check,87.59,2715.29,Yes
7076-2586,Female,0,Yes,No,53,Yes,DSL,Two year,No,Mailed check,41.63,2206.39,No
2946-2532,Male,0,Yes,No,16,No,No,Two year,No,Mailed check,29.16,466.56,No
7747-6418,Female,0,Yes,No,36,Yes,No,Two year,Yes,Credit card,100.07,3602.52,No
2597-1349,Male,0,Yes,No,1,No,No,One year,No,Credit card,74.52,74.52,Yes
2003-8364,Female,0,Yes,Yes,30,Yes,No,Month-to-month,Yes,Mailed check,39.37,1181.1,Yes
3606-8761,Male,0,Yes,Yes,27,No,No,One year,No,Mailed check,87.42,2360.34,No
3518-7800,Female,0,Yes,No,5,Yes,No,One year,Yes,Electronic check,94.91,474.55,Yes
8292-5574,Male,1,Yes,Yes,35,No,Fiber optic,Month-to-month,Yes,Credit card,61.64,2157.4,No
3077-1881,Female,0,Yes,Yes,26,No,Fiber optic,One year,No,Electronic check,105.72,2748.72,Yes
9907-2215,Male,0,No,No,18,Yes,No,Month-to-month,Yes,Mailed check,43.57,784.26,Yes
4363-3289,Male,0,No,Yes,34,No,Fiber optic,Two year,Yes,Mailed check,24.31,826.54,No
6532-1490,Male,0,Yes,No,10,No,No,Two year,Yes,Bank transfer,65.17,651.7,No
2609-8192,Male,0,Yes,Yes,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.42,349.68,Yes
2393-9941,Female,0,Yes,Yes,46,No,Fiber optic,Two year,Yes,Bank transfer,93.75,4312.5,Yes
9309-8121,Male,1,No,No,67,Yes,DSL,Month-to-month,No,Electronic check,50.78,3402.26,Yes
5506-9684,Female,0,Yes,Yes,1,No,DSL,One year,No,Bank transfer,28.69,28.69,No
6081-3789,Male,1,No,Yes,31,No,DSL,One year,Yes,Bank transfer,56.22,1742.82,Yes
1278-9615,Female,0,Yes,No,7,No,DSL,Month-to-month,No,Credit card,80.57,563.99,No
1081-5286,Male,0,Yes,Yes,35,Yes,DSL,One year,No,Electronic check,107.24,3753.4,No
2073-3318,Female,0,No,No,32,Yes,Fiber optic,Two year,Yes,Electronic check,59.17,1893.44,Yes
9656-8059,Female,0,Yes,No,53,No,DSL,Month-to-month,Yes,Credit card,94.13,4988.89,Yes
